ID,ROAD,EASTING,NORTHING,DIRECTION,MONTH,YEAR,TOTAL FLOW,PEDAL-MOTORCYCLE, CAR, TRAILER_CARAVAN_VAN,2AXLE_TRUCKorBUS, 3AXLE_TRUCKorBUS, 4AXLE_TRUCK, LGV,TOTAL LARGER THAN CAR,DFT PEDAL CYCLE,DFT MOTOR CYCLE,AVERAGE_SPEED,_85TH_SPEED,,,,,,,,,,,,
AMH80,Lyndhurst Way,533844.303,176479.792,S,10,2015,3149,322,2579,11,219,4,14,6,254,n/a,n/a,18.8,22.4,,,,,,,,,,,,
AMH80,Lyndhurst Way,533844.303,176479.792,N,10,2015,3593,457,2870,18,225,6,17,9,275,n/a,n/a,19.5,22.8,,,,,,,,,,,,
MIX68,Lyndhurst Way,533898.000,176203.570,N,4,2012,5888,378,4926,25,452,57,21,29,584,n/a,n/a,22.0,25.7,,,,,,,,,,,,
MIX68,Lyndhurst Way,533898.000,176203.570,N,12,2016,8459,599,7167,47,232,243,97,72,691,469,130,19.8,22.9,,,,,,,,,,,,
MIX68,Lyndhurst Way,533898.000,176203.570,S,4,2012,190,4,186,0,0,0,0,0,0,n/a,n/a,12.5,16.3,,,,,,,,,,,,
AMH122,Lynton Road,534760.000,178588.000,W,10,2016,919,87,757,1,69,3,2,0,75,3,8,12.9,15.7,,,,,,,,,,,,
AMH122,Lynton Road,534760.000,178588.000,E,10,2016,381,50,310,0,19,1,1,0,21,13,10,12.3,15.4,,,,,,,,,,,,
PR46,Maltby Street,533646.000,179551.000,N,7,2017,410,85,274,1,43,3,4,0,50,n/a,n/a,17.0,22.1,,,,,,,,,,,,
PR46,Maltby Street,533646.000,179551.000,S,7,2017,444,106,278,0,52,2,3,1,58,n/a,n/a,16.9,20.1,,,,,,,,,,,,
20MPH74,Mandela Way,533527.849,178675.754,W,5,2013,2086,143,1317,2,596,17,11,15,641,n/a,n/a,23.7,31.3,,,,,,,,,,,,
20MPH74,Mandela Way,533527.849,178675.754,W,11,2015,1296,198,727,1,344,9,9,8,371,n/a,n/a,22.4,28.9,,,,,,,,,,,,
20MPH74,Mandela Way,533527.849,178675.754,E,5,2013,1095,145,616,3,321,6,4,7,341,n/a,n/a,23.5,31.1,,,,,,,,,,,,
20MPH74,Mandela Way,533527.849,178675.754,E,11,2015,2175,219,1325,2,585,15,10,19,631,n/a,n/a,19.8,26.6,,,,,,,,,,,,
AMH138,Manor Grove,535218.000,177660.000,W,10,2016,723,54,616,0,47,2,4,0,53,93,95,10.9,13.0,,,,,,,,,,,,
AMH138,Manor Grove,535218.000,177660.000,E,10,2016,394,38,353,0,1,1,1,0,3,126,98,8.0,9.6,,,,,,,,,,,,
AMH176,Marlborough Road,534233.948,178144.056,S,10,2017,630,71,493,1,58,5,2,0,66,42,29,17.1,22.4,,,,,,,,,,,,
AMH176,Marlborough Road,534233.948,178144.056,N,10,2017,846,70,691,2,67,10,5,1,85,37,33,16.8,20.8,,,,,,,,,,,,
20MPH118,Marmont Road,534406.105,176853.915,S,5,2013,203,20,164,0,19,0,0,0,19,n/a,n/a,18.3,23.7,,,,,,,,,,,,
20MPH118,Marmont Road,534406.105,176853.915,S,11,2015,2304,50,1997,4,248,2,1,2,257,n/a,n/a,20.6,25.9,,,,,,,,,,,,
20MPH118,Marmont Road,534406.105,176853.915,N,5,2013,1743,71,1529,4,136,2,1,0,143,n/a,n/a,21.8,27.1,,,,,,,,,,,,
20MPH118,Marmont Road,534406.105,176853.915,N,11,2015,219,7,195,1,15,1,0,0,16,n/a,n/a,16.8,21.5,,,,,,,,,,,,
LBS72,Marmont Road,534406.690,177046.730,N,4,2013,203,25,167,0,11,0,0,0,11,n/a,n/a,18.8,25.5,,,,,,,,,,,,
LBS72,Marmont Road,534406.690,177046.730,S,4,2013,217,18,184,0,13,2,0,0,15,n/a,n/a,19.0,25.5,,,,,,,,,,,,
20MPH41,Marshalsea Road,532253.979,179898.764,S,5,2013,6949,322,6043,12,180,177,215,79,663,n/a,n/a,21.3,26.2,,,,,,,,,,,,
20MPH41,Marshalsea Road,532253.979,179898.764,S,11,2015,8022,652,6229,82,824,48,101,86,1142,n/a,n/a,19.2,23.3,,,,,,,,,,,,
20MPH41,Marshalsea Road,532253.979,179898.764,N,5,2013,4508,178,3828,18,436,25,23,38,540,n/a,n/a,15.2,19.2,,,,,,,,,,,,
20MPH41,Marshalsea Road,532253.979,179898.764,N,11,2015,6535,377,5290,40,642,44,55,86,867,n/a,n/a,15.3,19.0,,,,,,,,,,,,
AMH25,Marshalsea Road,532285.350,179853.110,S,10,2010,5425,561,4222,49,370,139,44,39,641,n/a,n/a,21.0,25.1,,,,,,,,,,,,
AMH25,Marshalsea Road,532285.350,179853.110,N,10,2010,5056,423,4097,26,346,112,52,46,582,n/a,n/a,17.8,24.2,,,,,,,,,,,,
AMH87,Maxted Road,534007.118,175804.386,S,10,2015,1486,233,1178,2,45,15,12,1,75,n/a,n/a,18.5,23.5,,,,,,,,,,,,
AMH87,Maxted Road,534007.118,175804.386,N,10,2015,1262,193,997,2,54,5,9,2,72,n/a,n/a,19.8,23.9,,,,,,,,,,,,
MIX69,McNeil Road,533130.660,176246.360,E,12,2016,1069,170,819,1,75,1,3,1,81,116,54,20.6,24.8,,,,,,,,,,,,
MIX69,McNeil Road,533130.660,176246.360,E,3,2010,1849,120,1635,1,93,0,0,0,94,n/a,n/a,24.5,28.5,,,,,,,,,,,,
MIX69,McNeil Road,533130.660,176246.360,W,12,2016,1078,167,834,1,71,2,3,0,77,113,54,19.6,24.2,,,,,,,,,,,,
MIX69,McNeil Road,533130.660,176246.360,W,3,2010,1971,56,1802,4,109,0,0,0,113,n/a,n/a,23.0,27.5,,,,,,,,,,,,
20MPH20,Meadcroft Road,531624.493,177682.518,W,11,2015,126,2,114,0,10,0,0,0,10,n/a,n/a,8.7,10.3,,,,,,,,,,,,
20MPH20,Meadcroft Road,531624.493,177682.518,E,11,2015,119,1,109,0,8,0,0,0,8,n/a,n/a,8.9,11.2,,,,,,,,,,,,
LBS83,Meeting House Lane,534627.770,177040.630,E,4,2013,2422,125,2113,8,130,34,6,6,184,n/a,n/a,20.8,24.4,,,,,,,,,,,,
LBS83,Meeting House Lane,534627.770,177040.630,W,4,2013,1992,109,1710,4,86,74,9,5,178,n/a,n/a,18.3,21.5,,,,,,,,,,,,
AMH185,Meeting House Lane,534627.773,177040.632,W,10,2017,2568,156,2305,5,46,34,15,6,106,93,63,12.7,15.0,,,,,,,,,,,,
AMH183,Meeting House Lane,534627.773,177040.632,S,3,2010,3877,104,3481,11,244,21,11,6,293,n/a,n/a,17.9,21.2,,,,,,,,,,,,
AMH186,Meeting House Lane,534627.773,177040.632,E,10,2017,2803,202,2402,7,79,56,42,14,198,134,69,14.5,17.1,,,,,,,,,,,,
AMH184,Meeting House Lane,534627.773,177040.632,N,3,2010,4808,60,4395,17,305,14,9,7,353,n/a,n/a,19.0,22.1,,,,,,,,,,,,
AMH66,Melbourne Grove ,533506.720,175206.610,S,10,2010,2197,137,1975,8,62,9,6,1,86,n/a,n/a,13.9,16.8,,,,,,,,,,,,
AMH66,Melbourne Grove ,533506.720,175206.610,N,10,2010,2413,135,2180,9,77,7,5,2,100,n/a,n/a,16.5,19.5,,,,,,,,,,,,
20MPH78,Melbourne Grove ,533581.483,174963.866,S,11,2015,1320,138,1103,4,68,5,1,1,80,n/a,n/a,18.9,23.9,,,,,,,,,,,,
20MPH78,Melbourne Grove ,533581.483,174963.866,N,11,2015,1187,137,981,4,53,8,2,1,69,n/a,n/a,19.5,24.4,,,,,,,,,,,,
20MPH80,Melbourne Grove ,533611.240,174809.980,S,5,2013,885,99,737,2,44,2,1,0,49,n/a,n/a,20.5,25.5,,,,,,,,,,,,
20MPH80,Melbourne Grove ,533611.240,174809.980,S,11,2015,1109,112,923,5,64,3,2,1,74,n/a,n/a,20.1,24.8,,,,,,,,,,,,
20MPH80,Melbourne Grove ,533611.240,174809.980,N,5,2013,770,102,618,1,47,1,1,0,50,n/a,n/a,20.2,24.8,,,,,,,,,,,,
20MPH80,Melbourne Grove ,533611.240,174809.980,N,11,2015,933,112,770,2,46,1,1,1,51,n/a,n/a,19.8,24.6,,,,,,,,,,,,
AMH34,Merrow Street,532558.870,178027.350,W,10,2012,1261,66,1089,3,63,36,2,2,106,n/a,n/a,16.1,19.7,,,,,,,,,,,,
AMH34,Merrow Street,532558.870,178027.350,E,10,2012,913,69,776,1,26,35,6,0,68,n/a,n/a,15.0,18.3,,,,,,,,,,,,
AMH34,Merrow Street,532558.873,178027.349,W,10,2017,1787,109,1546,4,120,5,2,1,132,56,54,14.6,18.0,,,,,,,,,,,,
AMH34,Merrow Street,532558.873,178027.349,E,10,2017,197,72,116,0,5,3,1,0,9,53,20,10.7,12.8,,,,,,,,,,,,
AMH39,Merrow Street,532630.000,178065.000,W,10,2016,1621,106,1368,4,138,3,2,0,147,37,13,16.4,19.9,,,,,,,,,,,,
AMH39,Merrow Street ,532630.000,178065.000,E,10,2012,1072,76,882,2,51,60,1,2,116,n/a,n/a,16.8,20.1,,,,,,,,,,,,
PR47,Millstream Road,533686.000,179528.000,E,7,2017,121,19,88,0,9,4,1,0,14,n/a,n/a,13.5,15.9,,,,,,,,,,,,
PR47,Millstream Road,533686.000,179528.000,W,7,2017,204,35,137,0,29,3,0,0,32,n/a,n/a,14.6,N/A,,,,,,,,,,,,
LBS19,Mint Street,532274.690,179830.340,E,1,2012,46,26,18,0,2,0,0,0,2,n/a,n/a,12.5,17.2,,,,,,,,,,,,
LBS19,Mint Street,532274.690,179830.340,E,4,2013,59,41,16,0,1,0,1,0,2,n/a,n/a,11.3,13.9,,,,,,,,,,,,
LBS19,Mint Street,532274.690,179830.340,W,1,2012,1433,108,1130,4,186,2,1,2,195,n/a,n/a,16.9,19.9,,,,,,,,,,,,
LBS19,Mint Street,532274.690,179830.340,W,4,2013,115,79,32,0,3,0,1,0,4,n/a,n/a,12.1,15.9,,,,,,,,,,,,
20MPH119,Moncreiff Street,534441.509,176460.938,W,5,2013,7,5,2,0,0,0,0,0,0,n/a,n/a,10.7,0.0,,,,,,,,,,,,
20MPH119,Moncreiff Street,534441.509,176460.938,W,11,2015,18,9,9,0,1,0,0,0,1,n/a,n/a,12.1,15.4,,,,,,,,,,,,
20MPH119,Moncreiff Street,534441.509,176460.938,E,5,2013,113,13,84,0,16,0,0,1,17,n/a,n/a,17.0,21.5,,,,,,,,,,,,
20MPH119,Moncreiff Street,534441.509,176460.938,E,11,2015,136,15,101,0,19,0,1,1,21,n/a,n/a,15.1,19.9,,,,,,,,,,,,
MIX49,Montpelier Road,534824.000,176927.000,S,10,2016,771,40,676,1,52,1,1,0,55,15,16,22.5,28.9,,,,,,,,,,,,
MIX49,Montpelier Road,534824.000,176927.000,N,10,2016,1243,43,1102,2,93,2,1,0,98,57,30,23.7,29.8,,,,,,,,,,,,
MIX49,Montpelier Road,534824.000,176927.000,N,4,2013,981,32,879,1,67,2,0,1,71,n/a,n/a,24.9,30.6,,,,,,,,,,,,
MIX49,Montpelier Road,534824.000,176927.000,N,3,2010,1065,30,963,1,66,3,0,3,73,n/a,n/a,24.3,29.3,,,,,,,,,,,,
MIX49,Montpelier Road,534824.000,176927.000,S,4,2013,576,33,507,0,34,1,0,1,36,n/a,n/a,24.3,30.9,,,,,,,,,,,,
MIX49,Montpelier Road,534824.000,176927.000,S,3,2010,514,22,457,0,32,3,1,0,36,n/a,n/a,23.7,28.5,,,,,,,,,,,,
20MPH4,Morley Street,531359.514,179521.722,S,11,2015,418,152,225,0,36,3,2,0,41,n/a,n/a,14.6,18.8,,,,,,,,,,,,
20MPH4,Morley Street,531359.514,179521.722,N,11,2015,1162,251,828,4,65,6,6,2,83,n/a,n/a,13.0,16.3,,,,,,,,,,,,
LBS85,Naylor Road,534675.040,177243.420,N,4,2013,842,67,733,2,33,4,3,1,43,n/a,n/a,18.3,21.3,,,,,,,,,,,,
LBS85,Naylor Road,534675.040,177243.420,S,4,2013,1070,67,940,2,58,1,2,2,65,n/a,n/a,17.8,20.6,,,,,,,,,,,,
AMH74,Neate Street,533718.000,177782.000,W,10,2016,780,252,482,0,14,1,31,0,46,2,17,21.7,29.5,,,,,,,,,,,,
AMH74,Neate Street,533718.000,177782.000,E,10,2016,532,48,465,0,15,1,3,0,19,9,13,20.6,25.7,,,,,,,,,,,,
AMH153,Needleman Street,535622.430,179712.010,S,10,2010,1126,50,1025,0,49,1,1,0,51,n/a,n/a,20.0,24.8,,,,,,,,,,,,
AMH153,Needleman Street,535622.430,179712.010,N,10,2010,1126,45,1034,2,43,1,1,0,47,n/a,n/a,19.4,23.0,,,,,,,,,,,,
AMH153,Needleman street,535622.433,179712.007,S,10,2017,1083,63,975,1,40,3,1,0,45,39,24,18.8,23.0,,,,,,,,,,,,
AMH153,Needleman street,535622.433,179712.007,N,10,2017,1416,57,1294,2,55,6,1,0,64,33,24,19.4,23.7,,,,,,,,,,,,
AMH45,Newcomen Street,532741.560,179887.520,W,10,2012,1485,522,768,3,168,6,16,2,195,n/a,n/a,16.7,22.1,,,,,,,,,,,,
AMH103,Nigel Road,534304.064,175898.799,W,10,2015,2338,139,2040,6,121,23,7,2,159,n/a,n/a,17.2,20.6,,,,,,,,,,,,
AMH103,Nigel Road,534304.064,175898.799,E,10,2015,3278,132,2929,13,191,8,5,4,221,n/a,n/a,17.1,20.6,,,,,,,,,,,,
20MPH94,Nile Terrace,533789.111,178118.443,W,5,2013,522,102,387,1,29,2,1,0,33,n/a,n/a,20.4,26.6,,,,,,,,,,,,
20MPH94,Nile Terrace,533789.111,178118.443,W,11,2015,609,110,464,2,31,1,1,0,35,n/a,n/a,19.9,24.6,,,,,,,,,,,,
20MPH94,Nile Terrace,533789.111,178118.443,E,5,2013,905,171,675,3,54,0,2,0,59,n/a,n/a,20.4,25.9,,,,,,,,,,,,
20MPH94,Nile Terrace,533789.111,178118.443,E,11,2015,247,31,203,1,11,0,1,0,13,n/a,n/a,19.1,24.4,,,,,,,,,,,,
AMH86,North Cross Road,534003.050,174937.110,W,10,2011,1684,141,1427,4,88,19,4,1,116,n/a,n/a,17.2,21.9,,,,,,,,,,,,
AMH86,North Cross Road,534003.050,174937.110,E,10,2011,1423,119,1236,2,61,3,2,0,68,n/a,n/a,17.6,22.6,,,,,,,,,,,,
AMH102,North Cross Road,534294.350,174903.440,W,10,2011,1503,139,1272,4,82,2,3,1,92,n/a,n/a,18.9,24.2,,,,,,,,,,,,
AMH102,North Cross Road,534294.350,174903.440,E,10,2011,1867,178,1603,3,75,3,5,0,86,n/a,n/a,19.5,24.6,,,,,,,,,,,,
AMH160,Norway Gate,536397.970,179376.900,S,10,2010,403,23,356,0,23,1,0,0,24,n/a,n/a,17.5,21.7,,,,,,,,,,,,
AMH160,Norway Gate,536397.970,179376.900,N,10,2010,454,26,400,0,27,1,0,0,28,n/a,n/a,17.6,22.8,,,,,,,,,,,,
20MPH31,Norwood Road,532064.005,174183.190,S,11,2015,13439,534,11752,92,455,218,250,137,1152,n/a,n/a,19.0,24.2,,,,,,,,,,,,
20MPH31,Norwood Road,532064.005,174183.190,N,11,2015,14250,525,12336,110,1104,34,54,88,1390,n/a,n/a,20.9,25.1,,,,,,,,,,,,
20MPH124,Nunhead Lane,534695.713,175626.407,W,5,2013,8280,310,7336,36,503,64,31,26,660,n/a,n/a,21.8,27.7,,,,,,,,,,,,
20MPH124,Nunhead Lane,534695.713,175626.407,W,11,2015,8417,325,7404,40,561,27,34,25,688,n/a,n/a,21.1,26.8,,,,,,,,,,,,
20MPH124,Nunhead Lane,534695.713,175626.407,E,5,2013,6929,262,6148,44,411,47,17,21,540,n/a,n/a,22.6,27.3,,,,,,,,,,,,
20MPH124,Nunhead Lane,534695.713,175626.407,E,11,2015,7103,279,6153,35,580,16,24,16,670,n/a,n/a,22.8,27.5,,,,,,,,,,,,
AMH91,Nutbrook Street,534120.644,175721.699,W,10,2015,733,66,614,1,49,2,1,0,53,n/a,n/a,18.2,22.8,,,,,,,,,,,,
AMH91,Nutbrook Street,534120.644,175721.699,E,10,2015,1094,87,933,3,68,2,1,0,74,n/a,n/a,17.6,21.5,,,,,,,,,,,,
20MPH88,Oakley Place,533732.797,178199.310,S,5,2013,822,159,606,3,40,10,4,0,57,n/a,n/a,20.6,25.1,,,,,,,,,,,,
20MPH88,Oakley Place,533732.797,178199.310,S,11,2015,528,122,377,1,24,2,1,0,28,n/a,n/a,20.4,26.8,,,,,,,,,,,,
20MPH88,Oakley Place,533732.797,178199.310,N,5,2013,450,89,329,2,27,2,1,0,32,n/a,n/a,20.1,25.3,,,,,,,,,,,,
20MPH88,Oakley Place,533732.797,178199.310,N,11,2015,1250,291,881,5,61,3,7,2,78,n/a,n/a,20.3,25.7,,,,,,,,,,,,
AMH162,Odessa Street,536582.520,179494.000,S,10,2010,280,31,217,0,27,4,1,0,32,n/a,n/a,14.7,18.3,,,,,,,,,,,,
AMH162,Odessa Street,536582.520,179494.000,N,10,2010,325,29,277,0,18,0,1,0,19,n/a,n/a,15.4,18.8,,,,,,,,,,,,
PMC2,Oglander Road,533685.190,175441.850,S,3,2010,247,56,178,0,13,0,0,0,13,n/a,n/a,16.2,21.0,,,,,,,,,,,,
PMC1,Oglander Road,533804.300,175620.580,N,3,2010,425,18,385,0,22,0,0,0,22,n/a,n/a,15.5,18.4,,,,,,,,,,,,
PMC1,Oglander Road,533804.300,175620.580,S,3,2010,379,37,323,0,19,0,0,0,19,n/a,n/a,17.7,21.3,,,,,,,,,,,,
PR38,Old Jamaica Road,534036.000,179403.000,N,7,2017,929,154,647,1,119,3,3,0,127,n/a,n/a,12.8,15.2,,,,,,,,,,,,
PR38,Old Jamaica Road,534036.000,179403.000,S,7,2017,1030,187,689,3,143,4,3,2,154,n/a,n/a,13.3,16.0,,,,,,,,,,,,
AMC3,Old Kent Road,534165.830,178005.950,W,10,2017,15526,1132,12183,196,1305,160,172,378,2211,468,664,22.1,29.0,,,,,,,,,,,,
AMC3,Old Kent Road,534165.830,178005.950,W,10,2010,17223,987,13502,225,1454,227,211,618,2735,n/a,n/a,23.5,30.9,,,,,,,,,,,,
AMC3,Old Kent Road,534165.830,178005.950,W,10,2011,15039,755,11739,227,1979,173,166,573,3118,n/a,n/a,26.9,33.3,,,,,,,,,,,,
AMC3,Old Kent Road,534165.830,178005.950,W,10,2012,17353,518,15168,131,1008,139,147,241,1666,n/a,n/a,23.4,30.9,,,,,,,,,,,,
AMC3,Old Kent Road,534165.830,178005.950,W,10,2013,18087,596,15785,128,990,155,174,258,1705,n/a,n/a,22.3,30.2,,,,,,,,,,,,
AMC3,Old Kent Road,534165.830,178005.950,W,10,2014,19201,773,16653,146,920,162,196,351,1775,n/a,n/a,21.3,29.8,,,,,,,,,,,,
AMC3,Old Kent Road,534165.830,178005.950,W,10,2015,18807,763,16078,112,790,318,277,468,1965,n/a,n/a,23.5,30.9,,,,,,,,,,,,
AMC3,Old Kent Road,534165.830,178005.950,W,10,2016,17206,1179,12883,234,1867,211,237,595,3144,508,673,22.6,29.5,,,,,,,,,,,,
AMC3,Old Kent Road,534165.830,178005.950,E,10,2017,20861,1282,16282,229,2060,282,254,473,3298,510,771,24.0,30.7,,,,,,,,,,,,
AMC3,Old Kent Road,534165.830,178005.950,E,10,2010,19479,669,15452,289,1891,320,184,675,3359,n/a,n/a,22.5,28.6,,,,,,,,,,,,
AMC3,Old Kent Road,534165.830,178005.950,E,10,2011,20036,900,15672,271,2205,194,197,598,3465,n/a,n/a,24.3,31.5,,,,,,,,,,,,
AMC3,Old Kent Road,534165.830,178005.950,E,10,2012,18915,929,16174,207,1292,152,161,311,2123,n/a,n/a,24.6,31.8,,,,,,,,,,,,
AMC3,Old Kent Road,534165.830,178005.950,E,10,2013,19777,930,16663,206,1281,166,190,340,2183,n/a,n/a,23.7,30.9,,,,,,,,,,,,
AMC3,Old Kent Road,534165.830,178005.950,E,10,2014,19466,796,16804,129,569,361,473,334,1866,n/a,n/a,22.9,30.4,,,,,,,,,,,,
AMC3,Old Kent Road,534165.830,178005.950,E,10,2015,19641,615,17806,122,582,234,282,302,1522,n/a,n/a,22.9,30.4,,,,,,,,,,,,
AMC3,Old Kent Road,534165.830,178005.950,E,10,2016,19609,1071,15107,271,1938,255,293,674,3431,428,645,22.1,29.5,,,,,,,,,,,,
20MPH149,Oldfield Grove,535715.314,178625.738,S,11,2015,433,66,335,0,27,4,1,0,32,n/a,n/a,13.8,17.0,,,,,,,,,,,,
20MPH149,Oldfield Grove,535715.314,178625.738,N,11,2015,492,68,384,0,37,1,1,0,40,n/a,n/a,13.7,17.2,,,,,,,,,,,,
AMH81,Ondine Road,533846.579,175475.570,E,10,2015,429,20,376,0,32,1,0,0,33,n/a,n/a,18.9,23.3,,,,,,,,,,,,
20MPH105,Ossory Road,534052.582,177980.723,S,11,2015,340,27,245,0,51,16,1,0,69,n/a,n/a,14.1,18.8,,,,,,,,,,,,
20MPH105,Ossory Road,534052.582,177980.723,N,11,2015,336,29,250,0,41,12,3,1,57,n/a,n/a,14.5,19.0,,,,,,,,,,,,
20MPH23,Oswin Street,531756.555,178967.830,S,5,2013,314,113,161,0,21,11,7,1,40,n/a,n/a,31.6,71.8,,,,,,,,,,,,
20MPH23,Oswin Street,531756.555,178967.830,S,11,2015,223,91,106,0,21,2,2,0,26,n/a,n/a,15.6,20.8,,,,,,,,,,,,
20MPH23,Oswin Street,531756.555,178967.830,N,5,2013,523,266,212,0,17,5,23,3,48,n/a,n/a,19.8,23.7,,,,,,,,,,,,
20MPH23,Oswin Street,531756.555,178967.830,N,11,2015,468,106,300,0,60,1,2,0,63,n/a,n/a,17.9,23.0,,,,,,,,,,,,
PMC22,Oxenford Road,533654.350,175598.370,E,3,2010,935,80,801,1,50,1,1,0,53,n/a,n/a,18.3,21.5,,,,,,,,,,,,
PMC22,Oxenford Road,533654.350,175598.370,W,3,2010,310,54,241,0,12,2,1,0,15,n/a,n/a,16.9,20.6,,,,,,,,,,,,
AMH76,Oxonian Street,533724.960,175196.070,S,10,2012,564,31,498,1,34,0,0,0,35,n/a,n/a,16.0,19.9,,,,,,,,,,,,
20MPH64,Page's Walk,533305.703,178988.174,S,5,2013,241,59,162,0,19,1,0,0,20,n/a,n/a,20.1,25.3,,,,,,,,,,,,
20MPH64,Page's Walk,533305.703,178988.174,S,11,2015,295,76,194,0,18,1,4,0,24,n/a,n/a,20.0,25.1,,,,,,,,,,,,
20MPH64,Page's Walk,533305.703,178988.174,N,5,2013,239,59,161,0,18,1,0,0,19,n/a,n/a,20.7,26.2,,,,,,,,,,,,
20MPH64,Page's Walk,533305.703,178988.174,N,11,2015,281,60,203,0,17,1,0,0,18,n/a,n/a,18.8,24.4,,,,,,,,,,,,
20MPH67,Page's Walk,533376.577,179145.819,N,5,2013,1429,272,908,6,228,6,9,6,255,n/a,n/a,16.2,20.1,,,,,,,,,,,,
20MPH67,Page's Walk,533376.577,179145.819,N,11,2015,1565,541,808,5,158,6,35,13,216,n/a,n/a,15.6,19.2,,,,,,,,,,,,
AMH163,Paradise Street,534788.387,179618.324,W,10,2017,221,41,174,0,5,0,0,0,5,35,6,15.2,19.0,,,,,,,,,,,,
AMH163,Paradise Street,534788.387,179618.324,E,10,2017,507,40,449,0,16,0,0,0,16,19,21,18.1,22.7,,,,,,,,,,,,
LBS25,Park Street,532396.380,180387.210,W,4,2013,496,152,284,1,43,7,7,2,60,n/a,n/a,13.4,16.8,,,,,,,,,,,,
LBS25,Park Street,532396.380,180387.210,E,4,2013,453,157,248,1,30,8,8,1,48,n/a,n/a,13.3,16.6,,,,,,,,,,,,
AMC5,Peckham High Street,533511.860,176762.640,W,10,2017,13069,1199,10067,78,1472,54,99,102,1805,764,435,23.8,28.9,,,,,,,,,,,,
AMC5,Peckham High Street,533511.860,176762.640,W,10,2010,12912,745,10516,64,1321,65,60,141,1651,n/a,n/a,25.3,30.6,,,,,,,,,,,,
AMC5,Peckham High Street,533511.860,176762.640,W,10,2011,13316,939,10572,72,1461,55,74,142,1804,n/a,n/a,24.8,30.0,,,,,,,,,,,,
AMC5,Peckham High Street,533511.860,176762.640,W,10,2012,13248,876,10539,64,1538,53,71,107,1833,n/a,n/a,25.0,30.0,,,,,,,,,,,,
AMC5,Peckham High Street,533511.860,176762.640,W,10,2013,13581,892,9359,51,2874,296,109,107,3437,n/a,n/a,27.7,36.0,,,,,,,,,,,,
AMC5,Peckham High Street,533511.860,176762.640,W,10,2014,13671,977,10683,68,1697,51,81,114,2011,n/a,n/a,23.8,29.3,,,,,,,,,,,,
AMC5,Peckham High Street,533511.860,176762.640,W,10,2015,12513,1169,9623,44,1017,306,208,146,1721,n/a,n/a,25.2,30.2,,,,,,,,,,,,
AMC5,Peckham High Street,533511.860,176762.640,W,10,2016,12041,665,9624,74,1532,66,80,110,1862,256,410,24.5,29.5,,,,,,,,,,,,
AMC5,Peckham High Street,533511.860,176762.640,E,10,2017,12018,556,10327,75,888,50,64,58,1135,148,408,22.1,27.7,,,,,,,,,,,,
AMC5,Peckham High Street,533511.860,176762.640,E,10,2010,12786,595,10843,113,1033,118,84,132,1480,n/a,n/a,23.3,29.8,,,,,,,,,,,,
AMC5,Peckham High Street,533511.860,176762.640,E,10,2011,13050,935,10313,105,1364,95,89,148,1801,n/a,n/a,24.9,30.6,,,,,,,,,,,,
AMC5,Peckham High Street,533511.860,176762.640,E,10,2012,12180,560,10347,109,910,89,72,94,1274,n/a,n/a,22.8,29.8,,,,,,,,,,,,
AMC5,Peckham High Street,533511.860,176762.640,E,10,2013,12843,660,10941,82,935,146,79,94,1336,n/a,n/a,22.3,29.3,,,,,,,,,,,,
AMC5,Peckham High Street,533511.860,176762.640,E,10,2014,12218,731,9929,116,629,283,373,157,1558,n/a,n/a,21.2,27.1,,,,,,,,,,,,
AMC5,Peckham High Street,533511.860,176762.640,E,10,2015,13074,911,10563,103,1063,176,148,111,1601,n/a,n/a,23.2,29.1,,,,,,,,,,,,
AMC5,Peckham High Street,533511.860,176762.640,E,10,2016,11251,300,9284,99,1362,54,63,89,1667,3,297,22.5,27.7,,,,,,,,,,,,
PMC29,Peckham High Street,534172.530,176732.080,E,3,2010,13189,336,11725,104,687,102,59,176,1128,n/a,n/a,17.0,21.2,,,,,,,,,,,,
PMC29,Peckham High Street,534172.530,176732.080,W,3,2010,12848,382,11342,46,706,194,62,118,1125,n/a,n/a,18.0,22.4,,,,,,,,,,,,
AMC9,Peckham Hill Street,534040.860,177341.760,S,10,2017,5818,303,4836,33,611,10,12,14,680,105,198,21.6,26.7,,,,,,,,,,,,
AMC9,Peckham Hill Street,534040.860,177341.760,S,5,2013,5616,298,4584,26,661,11,17,19,734,n/a,n/a,23.4,29.3,,,,,,,,,,,,
AMC9,Peckham Hill Street,534040.860,177341.760,S,11,2015,4993,255,4133,29,537,11,14,15,605,n/a,n/a,20.3,25.9,,,,,,,,,,,,
AMC9,Peckham Hill Street,534040.860,177341.760,S,4,2010,5900,276,4876,32,631,39,20,25,747,n/a,n/a,23.5,29.3,,,,,,,,,,,,
AMC9,Peckham Hill Street,534040.860,177341.760,S,10,2010,5829,282,4991,20,411,86,39,22,578,n/a,n/a,19.1,26.2,,,,,,,,,,,,
AMC9,Peckham Hill Street,534040.860,177341.760,S,10,2011,5561,289,4571,31,619,13,22,17,702,n/a,n/a,22.4,28.9,,,,,,,,,,,,
AMC9,Peckham Hill Street,534040.860,177341.760,S,10,2012,5612,301,4691,28,549,13,16,14,620,n/a,n/a,22.5,28.2,,,,,,,,,,,,
AMC9,Peckham Hill Street,534040.860,177341.760,S,10,2013,5557,353,4656,25,420,65,38,19,567,n/a,n/a,22.1,28.2,,,,,,,,,,,,
